sys_id,property_sys_id,as_of_date,unit_type,bath_count,units_count,avg_unit_sqft,market_rent_ask_usd,effective_rent_usd,rent_per_sqft_usd,occupied_units,leased_units,concession_months,parking_premium_usd,notes,source,ingested_at,quality_flag
MIX-PROP-000381-studio,PROP-000381,2025-08-31,studio,1.0,11,519.8,1664.83,1652.28,3.18,10,10,0.7,126.48,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000381-1br,PROP-000381,2025-08-31,1br,1.0,53,709.9,2032.48,1891.84,2.66,50,49,0.17,170.19,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000381-2br,PROP-000381,2025-08-31,2br,1.5,72,1012.3,2308.48,2199.9,2.17,68,66,0.42,119.44,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000381-3br,PROP-000381,2025-08-31,3br,2.0,9,1180.4,2660.3,2631.05,2.23,9,8,0.58,41.46,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000382-studio,PROP-000382,2025-08-31,studio,1.0,13,478.4,2122.11,2094.19,4.38,12,12,0.75,70.14,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000382-1br,PROP-000382,2025-08-31,1br,1.0,47,831.1,2430.94,2393.04,2.88,45,44,0.66,211.94,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000382-2br,PROP-000382,2025-08-31,2br,2.0,19,901.4,2721.01,2610.0,2.9,18,18,0.31,152.93,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000382-3br,PROP-000382,2025-08-31,3br,2.0,3,1317.9,3185.01,3071.26,2.33,3,3,0.18,109.23,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000383-studio,PROP-000383,2025-08-31,studio,1.0,4,527.3,1946.74,1893.64,3.59,4,4,0.24,130.28,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000383-1br,PROP-000383,2025-08-31,1br,1.0,14,706.9,2236.19,2115.15,2.99,13,13,0.46,185.87,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000383-2br,PROP-000383,2025-08-31,2br,2.0,9,877.2,2627.79,2604.45,2.97,8,8,0.0,121.28,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000383-3br,PROP-000383,2025-08-31,3br,1.5,3,1395.1,2946.43,2851.94,2.04,3,3,0.48,109.78,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000384-studio,PROP-000384,2025-08-31,studio,1.0,7,523.8,2277.13,2226.9,4.25,7,6,0.36,76.87,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000384-1br,PROP-000384,2025-08-31,1br,1.0,10,816.8,2421.51,2303.64,2.82,9,9,0.77,115.99,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000384-2br,PROP-000384,2025-08-31,2br,1.0,16,1084.6,2900.56,2770.55,2.55,15,15,0.0,131.08,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000384-3br,PROP-000384,2025-08-31,3br,1.0,4,1146.0,3252.71,3114.64,2.72,4,4,0.44,203.55,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000385-studio,PROP-000385,2025-08-31,studio,1.0,24,523.5,1691.64,1648.02,3.15,23,22,0.28,122.57,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000385-1br,PROP-000385,2025-08-31,1br,1.0,42,799.8,2041.86,1996.99,2.5,40,39,0.21,87.35,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000385-2br,PROP-000385,2025-08-31,2br,1.5,58,945.5,2441.39,2420.52,2.56,55,53,0.0,81.32,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000385-3br,PROP-000385,2025-08-31,3br,1.5,7,1231.8,2814.58,2793.3,2.27,7,6,0.75,162.97,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000386-studio,PROP-000386,2025-08-31,studio,1.0,9,555.7,1596.19,1528.91,2.75,8,8,0.69,130.81,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000386-1br,PROP-000386,2025-08-31,1br,1.0,22,900.0,1865.84,1863.65,2.07,21,20,1.35,186.63,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000386-2br,PROP-000386,2025-08-31,2br,1.5,20,990.1,2188.01,2102.93,2.12,19,18,0.75,136.6,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000386-3br,PROP-000386,2025-08-31,3br,1.0,9,1309.8,2571.52,2534.41,1.93,8,8,0.7,208.43,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000387-studio,PROP-000387,2025-08-31,studio,1.0,31,497.0,1488.39,1448.45,2.91,28,27,0.49,164.74,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000387-1br,PROP-000387,2025-08-31,1br,1.0,61,711.9,1761.68,1704.79,2.39,55,54,0.38,89.22,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000387-2br,PROP-000387,2025-08-31,2br,2.0,38,1039.1,2080.72,1971.4,1.9,35,34,0.3,188.41,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000387-3br,PROP-000387,2025-08-31,3br,1.5,5,1274.5,2369.84,2283.05,1.79,5,4,0.61,123.24,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000388-studio,PROP-000388,2025-08-31,studio,1.0,16,535.9,1743.07,1699.33,3.17,15,15,1.13,169.05,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000388-1br,PROP-000388,2025-08-31,1br,1.0,61,758.3,1930.83,1918.97,2.53,58,56,0.77,94.22,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000388-2br,PROP-000388,2025-08-31,2br,1.5,47,986.5,2288.77,2222.95,2.25,44,43,1.24,164.18,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000388-3br,PROP-000388,2025-08-31,3br,2.0,2,1401.8,2760.95,2628.99,1.88,2,2,0.67,89.02,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000389-studio,PROP-000389,2025-08-31,studio,1.0,17,534.9,1492.14,1492.14,2.79,16,15,0.97,84.02,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000389-1br,PROP-000389,2025-08-31,1br,1.0,54,750.3,1660.25,1581.32,2.11,51,50,0.52,125.96,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000389-2br,PROP-000389,2025-08-31,2br,1.0,34,982.4,2016.49,1932.24,1.97,32,31,0.51,108.84,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000389-3br,PROP-000389,2025-08-31,3br,1.0,11,1154.0,2342.53,2282.37,1.98,10,10,0.07,154.87,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000390-studio,PROP-000390,2025-08-31,studio,1.0,16,547.4,1921.56,1858.77,3.4,15,14,0.6,106.89,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000390-1br,PROP-000390,2025-08-31,1br,1.0,24,749.6,2109.62,1978.05,2.64,22,22,0.87,132.62,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000390-2br,PROP-000390,2025-08-31,2br,1.5,37,941.0,2357.94,2339.26,2.49,34,34,0.64,142.59,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000390-3br,PROP-000390,2025-08-31,3br,1.0,2,1191.9,2823.55,2744.79,2.3,2,2,0.37,194.52,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000391-studio,PROP-000391,2025-08-31,studio,1.0,8,528.7,1753.58,1705.73,3.23,7,7,0.0,88.88,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000391-1br,PROP-000391,2025-08-31,1br,1.0,47,742.6,2023.29,1982.87,2.67,44,42,0.75,92.34,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000391-2br,PROP-000391,2025-08-31,2br,1.5,25,963.5,2289.25,2289.25,2.38,23,23,1.28,56.66,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000391-3br,PROP-000391,2025-08-31,3br,1.0,9,1218.9,2734.44,2682.22,2.2,8,8,0.85,93.55,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000392-studio,PROP-000392,2025-08-31,studio,1.0,5,476.3,1339.18,1320.1,2.77,5,4,0.55,69.92,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000392-1br,PROP-000392,2025-08-31,1br,1.0,9,757.3,1624.58,1591.85,2.1,8,8,0.33,174.48,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000392-2br,PROP-000392,2025-08-31,2br,1.0,16,1016.6,1912.35,1818.31,1.79,15,14,0.63,0.0,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000393-studio,PROP-000393,2025-08-31,studio,1.0,51,457.6,1686.97,1610.31,3.52,49,48,0.61,158.25,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000393-1br,PROP-000393,2025-08-31,1br,1.0,87,698.6,1942.71,1924.15,2.75,83,82,0.86,103.68,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000393-2br,PROP-000393,2025-08-31,2br,2.0,84,954.1,2248.67,2192.64,2.3,80,79,0.87,131.57,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000393-3br,PROP-000393,2025-08-31,3br,2.0,4,1315.0,2599.61,2437.09,1.85,4,4,0.4,162.81,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000394-studio,PROP-000394,2025-08-31,studio,1.0,15,501.4,1684.54,1600.57,3.19,14,14,0.81,106.13,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000394-1br,PROP-000394,2025-08-31,1br,1.0,64,712.6,1906.84,1838.74,2.58,62,61,0.66,88.29,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000394-2br,PROP-000394,2025-08-31,2br,1.5,29,1157.9,2311.6,2199.43,1.9,28,28,0.7,154.65,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000394-3br,PROP-000394,2025-08-31,3br,1.0,10,1216.0,2735.45,2545.08,2.09,10,9,0.12,186.0,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000395-studio,PROP-000395,2025-08-31,studio,1.0,24,502.4,1849.59,1807.24,3.6,23,23,0.23,181.41,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000395-1br,PROP-000395,2025-08-31,1br,1.0,47,798.2,2135.79,2097.01,2.63,45,44,0.63,50.48,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000395-2br,PROP-000395,2025-08-31,2br,2.0,39,940.3,2345.58,2208.72,2.35,37,36,0.03,146.96,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000395-3br,PROP-000395,2025-08-31,3br,2.0,11,1113.9,2714.92,2644.47,2.37,10,10,0.5,136.25,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000396-studio,PROP-000396,2025-08-31,studio,1.0,17,565.5,2447.64,2315.83,4.1,16,16,0.96,133.46,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000396-1br,PROP-000396,2025-08-31,1br,1.0,48,779.8,2592.62,2546.39,3.27,46,45,1.0,173.65,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000396-2br,PROP-000396,2025-08-31,2br,2.0,57,850.0,2959.46,2838.82,3.34,55,54,0.37,177.92,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000396-3br,PROP-000396,2025-08-31,3br,1.5,8,1409.4,3322.58,3284.52,2.33,8,8,0.36,85.96,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000397-studio,PROP-000397,2025-08-31,studio,1.0,42,593.9,2407.32,2349.42,3.96,40,39,0.05,64.73,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000397-1br,PROP-000397,2025-08-31,1br,1.0,70,817.5,2624.54,2607.23,3.19,66,66,0.99,119.86,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000397-2br,PROP-000397,2025-08-31,2br,1.0,74,1037.8,3039.53,2945.57,2.84,70,68,0.98,101.82,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000397-3br,PROP-000397,2025-08-31,3br,1.5,3,1163.7,3441.77,3261.72,2.8,3,3,0.5,113.47,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000398-studio,PROP-000398,2025-08-31,studio,1.0,12,482.5,2333.03,2237.94,4.64,11,11,0.0,103.05,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000398-1br,PROP-000398,2025-08-31,1br,1.0,56,759.2,2609.27,2609.27,3.44,53,51,0.82,126.2,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000398-2br,PROP-000398,2025-08-31,2br,1.0,34,1054.2,2967.94,2811.82,2.67,32,31,0.87,133.33,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000398-3br,PROP-000398,2025-08-31,3br,2.0,14,1244.3,3425.38,3328.0,2.67,13,13,0.6,116.44,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000399-studio,PROP-000399,2025-08-31,studio,1.0,5,527.0,1405.34,1349.38,2.56,5,5,0.74,113.96,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000399-1br,PROP-000399,2025-08-31,1br,1.0,12,719.7,1769.78,1709.62,2.38,11,11,0.0,79.3,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000399-2br,PROP-000399,2025-08-31,2br,2.0,12,956.5,2060.98,2052.1,2.15,11,11,0.74,143.18,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000399-3br,PROP-000399,2025-08-31,3br,2.0,1,1169.5,2381.35,2284.07,1.95,1,1,0.4,32.1,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000400-studio,PROP-000400,2025-08-31,studio,1.0,34,466.7,1248.96,1197.53,2.57,30,29,0.6,156.65,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000400-1br,PROP-000400,2025-08-31,1br,1.0,56,740.5,1515.11,1511.56,2.04,49,48,0.48,158.31,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000400-2br,PROP-000400,2025-08-31,2br,2.0,56,918.6,1926.69,1871.02,2.04,49,48,0.16,177.89,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000400-3br,PROP-000400,2025-08-31,3br,1.0,8,1144.1,2123.53,2070.17,1.81,7,7,0.78,195.1,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000401-studio,PROP-000401,2025-08-31,studio,1.0,14,507.4,2033.14,2026.21,3.99,13,13,0.64,115.84,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000401-1br,PROP-000401,2025-08-31,1br,1.0,25,800.9,2239.68,2163.83,2.7,23,23,0.36,85.89,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000401-2br,PROP-000401,2025-08-31,2br,1.5,30,1101.6,2619.1,2546.87,2.31,28,28,0.42,112.89,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000401-3br,PROP-000401,2025-08-31,3br,1.0,2,1339.9,2996.51,2949.86,2.2,2,2,0.57,122.45,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000402-studio,PROP-000402,2025-08-31,studio,1.0,5,587.1,1730.62,1648.81,2.81,5,5,0.28,88.74,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000402-1br,PROP-000402,2025-08-31,1br,1.0,9,652.3,2051.41,2029.17,3.11,8,8,1.63,84.66,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000402-2br,PROP-000402,2025-08-31,2br,1.5,15,942.6,2340.81,2292.26,2.43,14,14,0.82,143.34,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000402-3br,PROP-000402,2025-08-31,3br,1.0,1,1279.9,2718.12,2687.37,2.1,1,1,0.16,34.72,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000403-studio,PROP-000403,2025-08-31,studio,1.0,3,578.2,1924.08,1850.66,3.2,3,3,0.4,93.04,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000403-1br,PROP-000403,2025-08-31,1br,1.0,15,707.9,2365.63,2343.75,3.31,14,14,0.86,147.43,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000403-2br,PROP-000403,2025-08-31,2br,1.0,10,949.6,2747.56,2664.44,2.81,10,9,1.44,123.3,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000403-3br,PROP-000403,2025-08-31,3br,1.5,2,1301.1,3015.72,2939.28,2.26,2,2,0.64,127.59,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000404-studio,PROP-000404,2025-08-31,studio,1.0,27,547.7,1957.46,1886.51,3.44,25,25,0.44,174.86,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000404-1br,PROP-000404,2025-08-31,1br,1.0,92,752.2,2313.87,2233.0,2.97,87,86,0.38,131.51,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000404-2br,PROP-000404,2025-08-31,2br,1.0,108,1062.5,2570.12,2488.05,2.34,102,98,0.08,129.6,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000404-3br,PROP-000404,2025-08-31,3br,2.0,15,1302.2,2931.04,2832.72,2.18,14,14,0.3,153.17,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000405-studio,PROP-000405,2025-08-31,studio,1.0,14,512.5,1910.47,1817.54,3.55,13,13,1.37,157.57,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000405-1br,PROP-000405,2025-08-31,1br,1.0,46,871.1,2155.42,2098.37,2.41,43,42,1.08,96.66,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000405-2br,PROP-000405,2025-08-31,2br,2.0,31,850.1,2540.34,2538.79,2.99,29,28,0.0,103.79,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000406-studio,PROP-000406,2025-08-31,studio,1.0,11,420.0,1766.74,1733.45,4.13,10,10,0.57,108.6,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000406-1br,PROP-000406,2025-08-31,1br,1.0,34,794.4,1915.34,1878.38,2.36,32,31,0.96,152.8,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000406-2br,PROP-000406,2025-08-31,2br,1.0,11,989.5,2314.35,2220.87,2.24,10,10,0.35,154.61,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000406-3br,PROP-000406,2025-08-31,3br,1.0,5,1154.6,2749.78,2677.13,2.32,5,5,0.58,226.82,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000407-studio,PROP-000407,2025-08-31,studio,1.0,23,491.0,1383.91,1357.9,2.77,22,21,0.43,114.21,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000407-1br,PROP-000407,2025-08-31,1br,1.0,120,750.8,1733.67,1668.58,2.22,113,111,0.77,78.15,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000407-2br,PROP-000407,2025-08-31,2br,2.0,127,1092.1,2082.7,1993.07,1.83,119,117,0.71,88.93,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000407-3br,PROP-000407,2025-08-31,3br,2.0,13,1299.3,2435.51,2333.08,1.8,12,12,0.87,98.22,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000408-studio,PROP-000408,2025-08-31,studio,1.0,22,521.4,1434.21,1355.49,2.6,21,20,0.07,114.49,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000408-1br,PROP-000408,2025-08-31,1br,1.0,62,719.5,1697.29,1620.18,2.25,58,56,0.31,161.48,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000408-2br,PROP-000408,2025-08-31,2br,2.0,47,935.6,2074.85,2017.05,2.16,44,44,0.09,64.3,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000408-3br,PROP-000408,2025-08-31,3br,2.0,4,1287.1,2336.38,2267.75,1.76,4,4,0.0,101.19,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000409-studio,PROP-000409,2025-08-31,studio,1.0,8,537.6,2392.67,2291.94,4.26,8,7,1.52,189.99,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000409-1br,PROP-000409,2025-08-31,1br,1.0,15,712.2,2601.2,2518.97,3.54,14,14,0.75,121.43,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000409-2br,PROP-000409,2025-08-31,2br,1.0,8,1015.9,2897.71,2850.81,2.81,8,7,0.41,98.82,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000409-3br,PROP-000409,2025-08-31,3br,1.5,3,1266.6,3319.77,3299.68,2.61,3,3,0.0,92.88,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000410-studio,PROP-000410,2025-08-31,studio,1.0,19,472.3,1648.0,1605.52,3.4,18,17,0.0,131.9,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000410-1br,PROP-000410,2025-08-31,1br,1.0,75,702.6,1846.7,1845.48,2.63,70,69,0.51,175.89,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000410-2br,PROP-000410,2025-08-31,2br,2.0,75,964.1,2251.29,2201.93,2.28,70,69,0.29,110.43,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000410-3br,PROP-000410,2025-08-31,3br,1.5,7,1117.6,2686.07,2686.07,2.4,6,6,0.57,86.07,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000411-studio,PROP-000411,2025-08-31,studio,1.0,7,517.3,2756.94,2688.09,5.2,7,6,0.0,210.81,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000411-1br,PROP-000411,2025-08-31,1br,1.0,12,750.8,2957.44,2916.88,3.89,11,11,0.59,110.47,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000411-2br,PROP-000411,2025-08-31,2br,1.5,14,1051.0,3381.5,3302.85,3.14,13,13,0.13,48.08,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000412-studio,PROP-000412,2025-08-31,studio,1.0,18,490.9,1639.47,1581.46,3.22,17,16,0.41,121.94,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000412-1br,PROP-000412,2025-08-31,1br,1.0,79,723.8,1989.2,1914.36,2.64,73,71,0.73,139.84,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000412-2br,PROP-000412,2025-08-31,2br,1.5,103,850.0,2227.92,2169.37,2.55,95,93,0.37,95.56,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000412-3br,PROP-000412,2025-08-31,3br,1.0,14,1500.0,2615.46,2509.57,1.67,13,13,0.04,145.95,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000413-studio,PROP-000413,2025-08-31,studio,1.0,19,521.7,1795.04,1736.4,3.33,18,18,0.0,113.99,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000413-1br,PROP-000413,2025-08-31,1br,1.0,63,821.5,2024.76,1956.89,2.38,59,57,0.36,139.85,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000413-2br,PROP-000413,2025-08-31,2br,1.0,62,977.4,2406.15,2301.58,2.35,58,56,0.62,155.51,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000413-3br,PROP-000413,2025-08-31,3br,2.0,6,1469.1,2772.86,2656.95,1.81,6,6,0.98,105.48,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000414-studio,PROP-000414,2025-08-31,studio,1.0,32,513.7,1924.45,1831.72,3.57,30,30,0.29,140.06,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000414-1br,PROP-000414,2025-08-31,1br,1.0,80,756.5,2158.33,2124.88,2.81,76,75,0.26,83.53,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000414-2br,PROP-000414,2025-08-31,2br,1.5,95,997.6,2524.85,2420.14,2.43,90,89,0.0,128.48,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000414-3br,PROP-000414,2025-08-31,3br,1.5,4,1223.0,2856.32,2804.79,2.29,4,4,1.06,208.57,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000415-studio,PROP-000415,2025-08-31,studio,1.0,29,513.0,1973.47,1924.66,3.75,28,27,0.23,102.17,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000415-1br,PROP-000415,2025-08-31,1br,1.0,67,754.2,2359.13,2279.34,3.02,64,62,0.72,202.65,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000415-2br,PROP-000415,2025-08-31,2br,1.0,56,1130.9,2690.33,2588.87,2.29,53,52,1.46,116.34,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000415-3br,PROP-000415,2025-08-31,3br,1.5,14,1217.4,3064.59,2926.09,2.4,13,13,0.0,95.29,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000416-studio,PROP-000416,2025-08-31,studio,1.0,8,438.2,1541.07,1463.33,3.34,7,7,0.8,139.09,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
