sys_id,property_external_id,property_name,address_line1,address_line2,city,state,zip,country,latitude,longitude,geocoding_precision,census_tract,block_group,cbsa_code,submarket_name,property_type,mf_product_type,property_class,status,year_built,year_renovated,num_buildings,num_stories,num_units,gross_building_area_sqft,net_rentable_area_sqft,avg_unit_size_sqft,land_area_acres,parking_stalls,parking_ratio_per_unit,elevators,construction_start_date,delivery_date,stabilization_date,zoning_code,zoning_desc,fema_flood_zone,electric_payer,gas_payer,water_payer,sewer_payer,trash_payer,energy_star_score,leed_level,owner_name,owner_type,manager_name,manager_phone,manager_email,website_url,last_appraised_value_usd,last_appraised_date,assessed_value_land_usd,assessed_value_improvement_usd,assessed_tax_year,tax_parcel_id,source,as_of_date,ingested_at,quality_flag,notes
PROP-000407,GOTHAM-20118-50824,GOTHAM COMMONS 407,1603 VALLEY BLVD,,GOTHAM,VA,20118,USA,38.85855,-77.301661,rooftop,194691,4,47900,GOTHAM - SOUTH SIDE,multifamily,garden,B,existing,2025,,6,3,283,287168,256964,908,10.92,316,1.12,0,,,,RMF-2,COMMERCIAL MIXED USE,X,owner,rubs,owner,mixed,owner,,none,GVA HOLDINGS,PE,Drew Keller,703-790-8344,drew.keller@gothamprops.com,https://gva-apts.example.com/407,31294571,8/31/25,4694186,26600385,2025,GP-378-919240,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000408,GOTHAM-20113-66810,GOTHAM COMMONS 408,7983 FOUNTAIN AVE,,GOTHAM,VA,20113,USA,38.923655,-77.340566,rooftop,163276,1,47900,GOTHAM - WEST END,multifamily,student,C,existing,1955,,4,4,135,115216,105206,779.3,4.91,144,1.06,2,,,,C-MU,COMMERCIAL MIXED USE,X,owner,rubs,rubs,rubs,owner,,gold,ATLANTIC PROPERTIES,HNW_INDIVIDUAL,Kendall Hendrix,703-809-9801,kendall.hendrix@gothamprops.com,https://atlantic-apts.example.com/408,13515088,8/31/25,2027263,11487825,2025,GP-666-861945,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000409,GOTHAM-20115-27911,GOTHAM GARDENS 409,2978 MAPLE LN,,GOTHAM,VA,20115,USA,38.913726,-77.182644,rooftop,161606,4,47900,GOTHAM - RIVER NORTH,multifamily,mid-rise,A,existing,1984,2002,1,5,34,29673,26911,791.5,2.08,46,1.36,3,,,,RMF-2,RESIDENTIAL MIXED-USE,X,rubs,tenant,owner,owner,rubs,89,none,ATLANTIC PROPERTIES,FAMILY_OFFICE,Jordan Hughes,703-942-7131,jordan.hughes@cityaptco.com,https://atlantic-apts.example.com/409,10663739,8/31/25,1599561,9064178,2025,GP-514-536019,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000410,GOTHAM-20116-60439,GOTHAM SQUARE 410,6565 MAPLE DR,,GOTHAM,VA,20116,USA,38.853435,-77.288689,rooftop,121381,4,47900,GOTHAM - SOUTH SIDE,multifamily,student,A,existing,1989,2008,2,2,176,149549,141803,805.7,8.34,114,0.65,2,,,,C-MU,PLANNED UNIT DEVELOPMENT,0.2PCT,tenant,mixed,owner,owner,rubs,61,certified,GOTHAM PROPERTIES,DEVELOPER,Taylor Carter,703-850-7032,taylor.carter@gothammgmt.com,https://gotham-apts.example.com/410,28896692,8/31/25,4334504,24562188,2025,GP-766-504051,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000411,GOTHAM-20116-89355,GOTHAM TOWERS 411,7047 HARBOR RD,,GOTHAM,VA,20116,USA,38.892855,-77.229733,rooftop,189368,3,47900,GOTHAM - DOWNTOWN,multifamily,high-rise,A,existing,1982,1992,1,15,33,33469,27344,828.6,1.16,50,1.52,2,,,,RMU,RESIDENTIAL MIXED-USE,0.2PCT,owner,rubs,owner,owner,rubs,,none,CAPITAL HOLDINGS,FAMILY_OFFICE,Riley Dawson,703-365-1202,riley.dawson@gothammgmt.com,https://capital-apts.example.com/411,13212283,8/31/25,1981842,11230441,2025,GP-889-196789,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000412,GOTHAM-20119-65950,GOTHAM FLATS 412,6397 ELM WAY,,GOTHAM,VA,20119,USA,38.893491,-77.215178,rooftop,190780,5,47900,GOTHAM - EAST MARKET,multifamily,mid-rise,B,existing,2009,,1,5,214,193386,174560,815.7,5.7,178,0.83,2,,,,PUD,COMMERCIAL MIXED USE,0.2PCT,tenant,tenant,owner,tenant,owner,66,none,RIDGEMONT PARTNERS,REIT,Drew Parker,703-945-2456,drew.parker@gothammgmt.com,https://ridgemont-apts.example.com/412,38742689,8/31/25,5811403,32931286,2025,GP-751-700426,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000413,GOTHAM-20107-74451,GOTHAM APARTMENTS 413,5742 PARK BLVD,,GOTHAM,VA,20107,USA,38.908608,-77.183584,rooftop,112797,2,47900,GOTHAM - RIVER NORTH,multifamily,garden,B,existing,1975,,1,2,150,147789,131085,873.9,8.41,107,0.71,0,,,,C-MU,COMMERCIAL MIXED USE,0.2PCT,tenant,tenant,rubs,owner,owner,61,none,CAPITAL REALTY,HNW_INDIVIDUAL,Alex Parker,703-380-7138,alex.parker@gothamprops.com,https://capital-apts.example.com/413,23798654,8/31/25,3569798,20228856,2025,GP-820-240857,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000414,GOTHAM-20117-17730,GOTHAM GARDENS 414,3344 JEFFERSON PL,,GOTHAM,VA,20117,USA,38.890649,-77.204603,rooftop,124050,4,47900,GOTHAM - EAST MARKET,multifamily,garden,A,existing,1997,,1,2,211,192366,176628,837.1,12,205,0.97,0,,,,RMU,COMMERCIAL MIXED USE,AE,tenant,mixed,owner,rubs,rubs,,none,RIDGEMONT PARTNERS,HNW_INDIVIDUAL,Casey Reeves,703-851-3721,casey.reeves@gothammgmt.com,https://ridgemont-apts.example.com/414,45436504,8/31/25,6815476,38621028,2025,GP-400-189870,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000415,GOTHAM-20103-11246,GOTHAM APARTMENTS 415,6288 PARK AVE,,GOTHAM,VA,20103,USA,38.848731,-77.279652,rooftop,134975,1,47900,GOTHAM - SOUTH SIDE,multifamily,high-rise,A,existing,2003,2023,1,21,166,166521,145781,878.2,6.52,122,0.73,1,,,,PUD,RESIDENTIAL MULTIFAMILY,X,rubs,mixed,owner,owner,owner,69,silver,GVA PROPERTIES,DEVELOPER,Shawn Carter,703-584-9520,shawn.carter@gothamre.com,https://gva-apts.example.com/415,41453227,8/31/25,6217984,35235243,2025,GP-597-596219,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000416,GOTHAM-20112-59602,GOTHAM SQUARE 416,5621 LIBERTY WAY,,GOTHAM,VA,20112,USA,38.886142,-77.202049,rooftop,107602,6,47900,GOTHAM - EAST MARKET,multifamily,high-rise,C,under_construction,2013,,1,10,66,56722,54800,830.3,1.93,63,0.95,4,4/30/24,,,RMF-1,COMMERCIAL MIXED USE,0.2PCT,tenant,tenant,rubs,owner,rubs,58,silver,CITYLINE PARTNERS,FAMILY_OFFICE,Rowan Graham,703-342-1420,rowan.graham@gothammgmt.com,https://cityline-apts.example.com/416,6600904,8/31/25,990136,5610768,2025,GP-989-656405,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000417,GOTHAM-20115-93633,GOTHAM FLATS 417,4678 FOUNTAIN RD,,GOTHAM,VA,20115,USA,38.938651,-77.173963,rooftop,102279,6,47900,GOTHAM - RIVER NORTH,multifamily,garden,B,existing,2002,,9,3,84,67425,65461,779.3,1.7,67,0.8,0,,,,RMF-1,PLANNED UNIT DEVELOPMENT,0.2PCT,tenant,rubs,tenant,owner,owner,57,none,RIDGEMONT PROPERTIES,HNW_INDIVIDUAL,Quinn Bennett,703-609-2333,quinn.bennett@gothamre.com,https://ridgemont-apts.example.com/417,17957037,8/31/25,2693556,15263481,2025,GP-538-599250,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000418,GOTHAM-20120-21415,GOTHAM FLATS 418,1745 VIRGINIA WAY,,GOTHAM,VA,20120,USA,38.902885,-77.333514,rooftop,188319,9,47900,GOTHAM - WEST END,multifamily,high-rise,B,existing,1973,1984,1,10,122,102253,93086,763,6.5,146,1.2,3,,,,C-MU,RESIDENTIAL MIXED-USE,AE,tenant,owner,owner,owner,owner,,none,RIDGEMONT HOLDINGS,PE,Riley Holland,703-753-4946,riley.holland@gothamprops.com,https://ridgemont-apts.example.com/418,31127073,8/31/25,4669061,26458012,2025,GP-316-278711,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000419,GOTHAM-20101-97285,GOTHAM TOWERS 419,1565 CEDAR AVE,,GOTHAM,VA,20101,USA,38.852987,-77.298758,rooftop,187997,2,47900,GOTHAM - SOUTH SIDE,multifamily,garden,B,existing,2025,,3,3,68,66400,55209,811.9,1.48,101,1.48,0,,,,RMF-2,COMMERCIAL MIXED USE,X,owner,owner,owner,owner,rubs,,none,ATLANTIC REALTY,FAMILY_OFFICE,Reese Dawson,703-429-2059,reese.dawson@gothamre.com,https://atlantic-apts.example.com/419,6854183,8/31/25,1028127,5826056,2025,GP-486-852293,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000420,GOTHAM-20108-54595,GOTHAM GARDENS 420,6352 CEDAR TER,,GOTHAM,VA,20108,USA,38.868088,-77.301314,rooftop,177720,4,47900,GOTHAM - SOUTH SIDE,multifamily,mid-rise,B,existing,2017,2025,1,9,96,99391,85651,892.2,4.67,106,1.1,2,,,,RMF-1,PLANNED UNIT DEVELOPMENT,X,owner,rubs,mixed,owner,rubs,,gold,CITYLINE HOLDINGS,REIT,Morgan Sloane,703-790-1027,morgan.sloane@gothamre.com,https://cityline-apts.example.com/420,11856527,8/31/25,1778479,10078048,2025,GP-163-718722,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000421,GOTHAM-20114-87434,GOTHAM COMMONS 421,8875 MAPLE RD,,GOTHAM,VA,20114,USA,38.943332,-77.288105,rooftop,114070,7,47900,GOTHAM - MIDTOWN,multifamily,mid-rise,B,existing,1988,1995,1,4,103,94436,89126,865.3,3.14,143,1.39,3,,,,RMF-1,COMMERCIAL MIXED USE,AE,tenant,owner,rubs,rubs,tenant,87,gold,CAPITAL PARTNERS,FAMILY_OFFICE,Kendall Hendrix,703-424-9189,kendall.hendrix@cityaptco.com,https://capital-apts.example.com/421,17944042,8/31/25,2691606,15252436,2025,GP-250-730682,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000422,GOTHAM-20102-72689,GOTHAM GARDENS 422,4743 STONE BLVD,,GOTHAM,VA,20102,USA,38.887094,-77.201406,rooftop,128372,8,47900,GOTHAM - EAST MARKET,multifamily,high-rise,A,existing,2012,,1,22,270,261108,231930,859,8.2,410,1.52,1,,,,RMU,COMMERCIAL MIXED USE,X,tenant,tenant,owner,rubs,rubs,,none,RIDGEMONT HOLDINGS,FAMILY_OFFICE,Avery Douglas,703-933-4450,avery.douglas@gothamprops.com,https://ridgemont-apts.example.com/422,81343661,8/31/25,12201549,69142112,2025,GP-817-871464,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000423,GOTHAM-20113-98853,GOTHAM TOWERS 423,961 BROOK BLVD,,GOTHAM,VA,20113,USA,38.876332,-77.28801,rooftop,145753,7,47900,GOTHAM - SOUTH SIDE,multifamily,student,C,existing,1999,2000,12,3,30,28870,27027,900.9,0.99,51,1.69,3,,,,C-MU,RESIDENTIAL MULTIFAMILY,0.2PCT,owner,rubs,rubs,owner,rubs,,none,GOTHAM PROPERTIES,PE,Logan Hunter,703-399-9978,logan.hunter@cityaptco.com,https://gotham-apts.example.com/423,1868676,8/31/25,280301,1588375,2025,GP-199-237259,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000424,GOTHAM-20110-48152,GOTHAM COMMONS 424,5398 ELM ST,,GOTHAM,VA,20110,USA,38.896575,-77.227817,rooftop,127594,4,47900,GOTHAM - DOWNTOWN,multifamily,student,A,existing,2001,,6,4,115,98983,88274,767.6,3.64,193,1.68,2,,,,RMF-2,RESIDENTIAL MULTIFAMILY,AE,rubs,rubs,rubs,owner,owner,,none,RIDGEMONT PARTNERS,PE,Parker Holland,703-894-3418,parker.holland@cityaptco.com,https://ridgemont-apts.example.com/424,32879394,8/31/25,4931909,27947485,2025,GP-537-812449,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000425,GOTHAM-20112-87777,GOTHAM TOWERS 425,2856 CRESCENT ST,,GOTHAM,VA,20112,USA,38.889676,-77.207637,rooftop,119573,7,47900,GOTHAM - EAST MARKET,multifamily,garden,B,existing,1989,,5,2,60,55685,49488,824.8,1.64,79,1.32,0,,,,RMF-2,RESIDENTIAL MULTIFAMILY,X,tenant,mixed,owner,rubs,owner,60,none,GOTHAM HOLDINGS,PE,Kendall Hughes,703-904-3826,kendall.hughes@cityaptco.com,https://gotham-apts.example.com/425,10033581,8/31/25,1505037,8528544,2025,GP-894-825399,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000426,GOTHAM-20113-20831,GOTHAM APARTMENTS 426,1568 WILLOW PL,,GOTHAM,VA,20113,USA,38.874289,-77.193691,rooftop,164222,9,47900,GOTHAM - EAST MARKET,multifamily,high-rise,C,existing,2015,2025,2,14,90,87250,76113,845.7,2.26,149,1.65,1,,,,RMF-2,RESIDENTIAL MULTIFAMILY,0.2PCT,tenant,tenant,owner,rubs,owner,,none,CITYLINE HOLDINGS,HNW_INDIVIDUAL,Morgan Carter,703-480-2549,morgan.carter@gothamprops.com,https://cityline-apts.example.com/426,9720792,8/31/25,1458119,8262673,2025,GP-493-607711,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000427,GOTHAM-20105-61615,GOTHAM SQUARE 427,7205 VALLEY LN,,GOTHAM,VA,20105,USA,38.928567,-77.356809,rooftop,170409,9,47900,GOTHAM - WEST END,multifamily,high-rise,B,existing,1990,1997,1,14,125,113583,110275,882.2,3.56,100,0.8,5,,,,C-MU,RESIDENTIAL MULTIFAMILY,0.2PCT,tenant,tenant,rubs,owner,owner,,none,CAPITAL PARTNERS,REIT,Cameron Bennett,703-867-3033,cameron.bennett@gothamprops.com,https://capital-apts.example.com/427,29554148,8/31/25,4433122,25121026,2025,GP-774-223025,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000428,GOTHAM-20118-37030,GOTHAM GARDENS 428,3060 RIVER BLVD,,GOTHAM,VA,20118,USA,38.901449,-77.36152,rooftop,121230,2,47900,GOTHAM - WEST END,multifamily,high-rise,B,existing,2008,,1,21,188,166603,160702,854.8,11.13,253,1.35,3,,,,PUD,PLANNED UNIT DEVELOPMENT,X,tenant,tenant,rubs,rubs,tenant,77,none,GOTHAM HOLDINGS,FAMILY_OFFICE,Riley Douglas,703-505-6956,riley.douglas@gothamprops.com,https://gotham-apts.example.com/428,44434624,8/31/25,6665194,37769430,2025,GP-533-790130,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000429,GOTHAM-20102-74283,GOTHAM GARDENS 429,101 VIRGINIA RD,,GOTHAM,VA,20102,USA,38.914769,-77.327144,rooftop,141117,9,47900,GOTHAM - WEST END,multifamily,student,B,existing,1998,,1,3,30,27450,25041,834.7,1.1,12,0.4,3,,,,RMU,RESIDENTIAL MIXED-USE,0.2PCT,rubs,tenant,rubs,rubs,tenant,53,silver,CITYLINE PROPERTIES,DEVELOPER,Riley Douglas,703-442-1601,riley.douglas@gothamprops.com,https://cityline-apts.example.com/429,4569181,8/31/25,685377,3883804,2025,GP-245-414267,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000430,GOTHAM-20118-19746,GOTHAM SQUARE 430,3626 HILL BLVD,,GOTHAM,VA,20118,USA,38.915143,-77.175896,rooftop,133519,5,47900,GOTHAM - RIVER NORTH,multifamily,garden,A,existing,1996,2017,5,2,248,228278,217744,878,13.78,465,1.87,0,,,,C-MU,RESIDENTIAL MIXED-USE,AE,mixed,owner,rubs,tenant,owner,57,gold,CITYLINE PARTNERS,FAMILY_OFFICE,Skyler Hunter,703-892-7968,skyler.hunter@gothamprops.com,https://cityline-apts.example.com/430,74146948,8/31/25,11122042,63024906,2025,GP-648-313660,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000431,GOTHAM-20107-51465,GOTHAM TOWERS 431,1256 WILLOW LN,,GOTHAM,VA,20107,USA,38.929668,-77.166894,rooftop,149768,1,47900,GOTHAM - RIVER NORTH,multifamily,garden,D,existing,2023,,9,3,143,126244,120864,845.2,7.87,150,1.05,0,,,,PUD,RESIDENTIAL MIXED-USE,X,tenant,rubs,rubs,owner,owner,63,none,CAPITAL PARTNERS,DEVELOPER,Drew Wright,703-900-9984,drew.wright@cityaptco.com,https://capital-apts.example.com/431,7615954,8/31/25,1142393,6473561,2025,GP-167-445356,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000432,GOTHAM-20109-39127,GOTHAM TOWERS 432,1557 LIBERTY DR,,GOTHAM,VA,20109,USA,38.927962,-77.177106,rooftop,113862,2,47900,GOTHAM - RIVER NORTH,multifamily,high-rise,B,existing,1977,1992,2,14,34,33205,29818,877,1.35,66,1.93,3,,,,RMF-2,PLANNED UNIT DEVELOPMENT,0.2PCT,tenant,rubs,rubs,rubs,rubs,,none,CITYLINE HOLDINGS,PE,Morgan Graham,703-741-6716,morgan.graham@gothamre.com,https://cityline-apts.example.com/432,8659272,8/31/25,1298891,7360381,2025,GP-664-384220,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000433,GOTHAM-20111-87937,GOTHAM TOWERS 433,1723 JEFFERSON ST,,GOTHAM,VA,20111,USA,38.88509,-77.188461,rooftop,162603,3,47900,GOTHAM - EAST MARKET,multifamily,garden,D,existing,1994,,14,4,30,28188,26739,891.3,0.93,31,1.05,0,,,,RMU,RESIDENTIAL MULTIFAMILY,0.2PCT,owner,owner,rubs,owner,owner,,none,GVA REALTY,HNW_INDIVIDUAL,Emerson Ellis,703-329-3337,emerson.ellis@cityaptco.com,https://gva-apts.example.com/433,1154986,8/31/25,173248,981738,2025,GP-681-871146,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000434,GOTHAM-20112-67535,GOTHAM FLATS 434,4480 STONE ST,,GOTHAM,VA,20112,USA,38.918115,-77.20171,rooftop,161528,9,47900,GOTHAM - RIVER NORTH,multifamily,student,C,existing,1981,,1,3,34,35386,29175,858.1,1.62,12,0.35,2,,,,RMU,PLANNED UNIT DEVELOPMENT,AE,tenant,owner,rubs,owner,owner,,certified,CAPITAL PROPERTIES,PE,Parker Parker,703-434-6000,parker.parker@gothammgmt.com,https://capital-apts.example.com/434,2857735,8/31/25,428660,2429075,2025,GP-412-526261,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000435,GOTHAM-20103-21086,GOTHAM GARDENS 435,5223 WILLOW AVE,,GOTHAM,VA,20103,USA,38.857663,-77.290729,rooftop,137567,9,47900,GOTHAM - SOUTH SIDE,multifamily,garden,A,existing,2025,,4,3,137,116771,108792,794.1,4.77,237,1.73,0,,,,C-MU,RESIDENTIAL MULTIFAMILY,AE,rubs,owner,rubs,mixed,owner,,gold,GOTHAM PARTNERS,PE,Hayden Harper,703-339-8858,hayden.harper@cityaptco.com,https://gotham-apts.example.com/435,28458146,8/31/25,4268722,24189424,2025,GP-627-818402,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000436,GOTHAM-20101-42011,GOTHAM GARDENS 436,8822 MAPLE AVE,,GOTHAM,VA,20101,USA,38.889723,-77.251633,rooftop,186761,9,47900,GOTHAM - DOWNTOWN,multifamily,mid-rise,B,existing,1990,,1,4,135,126376,116316,861.6,4.31,91,0.67,2,,,,PUD,RESIDENTIAL MULTIFAMILY,0.2PCT,tenant,owner,owner,owner,owner,69,none,CAPITAL PROPERTIES,REIT,Emerson Flynn,703-982-9577,emerson.flynn@gothamprops.com,https://capital-apts.example.com/436,29055991,8/31/25,4358399,24697592,2025,GP-279-178771,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000437,GOTHAM-20112-24841,GOTHAM FLATS 437,6113 LAUREL BLVD,,GOTHAM,VA,20112,USA,38.863115,-77.292081,rooftop,189106,4,47900,GOTHAM - SOUTH SIDE,multifamily,high-rise,B,existing,1955,,1,10,74,71067,63744,861.4,2.43,41,0.55,1,,,,PUD,RESIDENTIAL MULTIFAMILY,AE,tenant,tenant,rubs,owner,rubs,70,none,ATLANTIC PROPERTIES,HNW_INDIVIDUAL,Casey Flynn,703-418-1036,casey.flynn@cityaptco.com,https://atlantic-apts.example.com/437,12465618,8/31/25,1869843,10595775,2025,GP-322-419626,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000438,GOTHAM-20120-53063,GOTHAM FLATS 438,8546 ASH ST,,GOTHAM,VA,20120,USA,38.906734,-77.320146,rooftop,146485,2,47900,GOTHAM - WEST END,multifamily,garden,A,existing,2023,,6,2,118,101984,99014,839.1,4.76,159,1.35,0,,,,RMF-1,PLANNED UNIT DEVELOPMENT,0.2PCT,rubs,rubs,rubs,owner,owner,54,none,CITYLINE HOLDINGS,REIT,Skyler Keller,703-303-8058,skyler.keller@cityaptco.com,https://cityline-apts.example.com/438,32555044,8/31/25,4883257,27671787,2025,GP-302-188860,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000439,GOTHAM-20114-71695,GOTHAM TOWERS 439,8768 MASON TER,,GOTHAM,VA,20114,USA,38.920839,-77.182335,rooftop,149161,5,47900,GOTHAM - RIVER NORTH,multifamily,student,B,existing,2022,,6,4,260,220833,196222,754.7,5.96,366,1.41,3,,,,RMU,COMMERCIAL MIXED USE,X,tenant,tenant,owner,rubs,rubs,,none,GOTHAM PARTNERS,HNW_INDIVIDUAL,Avery Morgan,703-649-8198,avery.morgan@gothamprops.com,https://gotham-apts.example.com/439,48550396,8/31/25,7282559,41267837,2025,GP-243-470920,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000440,GOTHAM-20107-53412,GOTHAM APARTMENTS 440,7210 FOUNTAIN ST,,GOTHAM,VA,20107,USA,38.87159,-77.181897,rooftop,121112,4,47900,GOTHAM - EAST MARKET,multifamily,high-rise,A,existing,2007,2007,1,17,132,136071,121810,922.8,4.14,130,0.99,3,,,,C-MU,PLANNED UNIT DEVELOPMENT,X,tenant,tenant,owner,owner,owner,79,none,GOTHAM PARTNERS,FAMILY_OFFICE,Cameron Hunter,703-898-3087,cameron.hunter@gothamre.com,https://gotham-apts.example.com/440,40180577,8/31/25,6027087,34153490,2025,GP-869-901523,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000441,GOTHAM-20113-75536,GOTHAM APARTMENTS 441,6651 STONE TER,,GOTHAM,VA,20113,USA,38.904404,-77.25521,rooftop,189810,4,47900,GOTHAM - DOWNTOWN,multifamily,senior,A,existing,2013,2025,10,2,122,107266,99088,812.2,3.41,206,1.69,3,,,,RMF-1,PLANNED UNIT DEVELOPMENT,AE,rubs,rubs,owner,owner,owner,,certified,GOTHAM PARTNERS,REIT,Riley Flynn,703-644-8867,riley.flynn@gothamre.com,https://gotham-apts.example.com/441,42153197,8/31/25,6322980,35830217,2025,GP-388-609533,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000442,GOTHAM-20120-44541,GOTHAM GARDENS 442,1453 HARBOR WAY,,GOTHAM,VA,20120,USA,38.921218,-77.345004,rooftop,132521,7,47900,GOTHAM - WEST END,multifamily,mid-rise,B,existing,1988,2002,3,6,74,70579,63374,856.4,3.87,104,1.4,3,,,,RMF-2,COMMERCIAL MIXED USE,0.2PCT,mixed,owner,owner,rubs,rubs,,none,GVA PARTNERS,DEVELOPER,Avery Carter,703-947-9230,avery.carter@gothamprops.com,https://gva-apts.example.com/442,16008930,8/31/25,2401340,13607590,2025,GP-293-996398,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000443,GOTHAM-20104-12314,GOTHAM SQUARE 443,9786 HARBOR BLVD,,GOTHAM,VA,20104,USA,38.930761,-77.184895,rooftop,126267,2,47900,GOTHAM - RIVER NORTH,multifamily,high-rise,B,existing,2016,2023,1,23,70,65759,58639,837.7,1.82,77,1.1,2,,,,RMF-1,COMMERCIAL MIXED USE,AE,tenant,tenant,tenant,owner,owner,,certified,CITYLINE PARTNERS,REIT,Riley Hunter,703-436-4633,riley.hunter@gothamre.com,https://cityline-apts.example.com/443,17115330,8/31/25,2567300,14548030,2025,GP-536-602472,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000444,GOTHAM-20102-42370,GOTHAM FLATS 444,1105 CEDAR TER,,GOTHAM,VA,20102,USA,38.870915,-77.193959,rooftop,106333,3,47900,GOTHAM - EAST MARKET,multifamily,mid-rise,A,under_construction,1990,1993,2,4,115,108179,92322,802.8,4.99,162,1.4,3,1/31/25,,,RMF-1,PLANNED UNIT DEVELOPMENT,X,owner,tenant,owner,owner,rubs,72,none,CITYLINE REALTY,FAMILY_OFFICE,Rowan Hunter,703-821-2650,rowan.hunter@cityaptco.com,https://cityline-apts.example.com/444,30317651,8/31/25,4547648,25770003,2025,GP-289-364516,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
